,Index,Title,Link,DatePublished,negative,neutral,positive,compound,sentiment
357,357,Experts’ weigh in on financial sector liberalization,https://www.capitalethiopia.com/2022/05/30/experts-weigh-in-on-financial-sector-liberalization/,05-30-2022,0.019,0.802,0.179,0.9983,positive
358,358,Loans weigh hefty for hoteliers,https://www.capitalethiopia.com/2022/05/23/loans-weigh-hefty-for-hoteliers/,05-23-2022,0.104,0.793,0.102,-0.5423,negative
359,359,Mixed bag of companies’ line up to supply white cane sugar,https://www.capitalethiopia.com/2022/05/23/mixed-bag-of-companies-line-up-to-supply-white-cane-sugar/,05-23-2022,0.039,0.873,0.088,0.967,positive
360,360,Implementing human rights recommendations proves vital ahead of EU ministerial meeting,https://www.capitalethiopia.com/2022/05/23/implementing-human-rights-recommendations-proves-vital-ahead-of-eu-ministerial-meeting/,05-23-2022,0.141,0.765,0.094,-0.9377,negative
361,361,Focus on specialty coffee export reaps big,https://www.capitalethiopia.com/2022/05/22/focus-on-specialty-coffee-export-reaps-big/,05-22-2022,0.01,0.893,0.097,0.9628,positive
362,362,Cross border collaboration to advance human development,https://www.capitalethiopia.com/2022/05/22/cross-border-collaboration-to-advance-human-development/,05-22-2022,0.028,0.731,0.241,0.9977,positive
363,363,Pandemic increased poverty in Africa,https://www.capitalethiopia.com/2022/05/22/pandemic-increased-poverty-in-africa/,05-22-2022,0.18,0.706,0.113,-0.992,negative
364,364,"Dashen beer completes Debre Berhan, Gondar expansion",https://www.capitalethiopia.com/2022/05/22/dashen-beer-completes-debre-berhan-gondar-expansion/,05-22-2022,0.0,0.864,0.136,0.9169,positive
365,365,The dice is loaded against Africa: Ministers call for reform,https://www.capitalethiopia.com/2022/05/22/the-dice-is-loaded-against-africa-ministers-call-for-reform/,05-22-2022,0.089,0.741,0.17,0.9972,positive
366,366,Unlocking digital finance inclusion,https://www.capitalethiopia.com/2022/05/22/unlocking-digital-finance-inclusion/,05-22-2022,0.0,0.841,0.159,0.9628,positive
367,367,Digital Earth Africa to deliver robust data infrastructure for the continent,https://www.capitalethiopia.com/2022/05/20/digital-earth-africa-to-deliver-robust-data-infrastructure-for-the-continent/,05-20-2022,0.0,0.866,0.134,0.987,positive
368,368,Health reforms are key to economic recovery in Africa,https://www.capitalethiopia.com/2022/05/20/health-reforms-are-key-to-economic-recovery-in-africa/,05-20-2022,0.07,0.738,0.192,0.9946,positive
369,369,Positive impacts recorded in collaborative efforts between UN system and Africa,https://www.capitalethiopia.com/2022/05/20/positive-impacts-recorded-in-collaborative-efforts-between-un-system-and-africa/,05-20-2022,0.0,0.745,0.255,0.996,positive
370,370,The economic contributions of the technology and gaming sector,https://www.capitalethiopia.com/2022/05/17/the-economic-contributions-of-the-technology-and-gaming-sector/,05-17-2022,0.026,0.753,0.221,0.9958,positive
371,371,Tele launches pre-commercial 5G services in Addis,https://www.capitalethiopia.com/2022/05/15/tele-launches-pre-commercial-5g-services-in-addis/,05-15-2022,0.018,0.84,0.142,0.9732,positive
372,372,Insurers flood complaints over compensation ruling,https://www.capitalethiopia.com/2022/05/15/insurers-flood-complaints-over-compensation-ruling/,05-15-2022,0.101,0.792,0.107,0.3182,positive
373,373,"EMC, French embassy discuss Ethiopia’s media landscape",https://www.capitalethiopia.com/2022/05/15/emc-french-embassy-discuss-ethiopias-media-landscape/,05-15-2022,0.023,0.941,0.036,0.34,positive
374,374,SOS Children’s Village launches project to help Ethiopia’s street children,https://www.capitalethiopia.com/2022/05/15/sos-childrens-village-launches-project-to-help-ethiopias-street-children/,05-15-2022,0.023,0.819,0.158,0.91,positive
375,375,Totalenergies prizes three winners of the third round of startup of...,https://www.capitalethiopia.com/2022/05/15/totalenergies-prizes-three-winners-of-the-third-round-of-startup-of-the-year-challenge-from-ethiopia/,05-15-2022,0.0,0.702,0.298,0.9896,positive
376,376,Leaders of the Ethiopian Media Council exchange experiences in Rwanda,https://www.capitalethiopia.com/2022/05/12/leaders-of-the-ethiopian-media-council-exchange-experiences-in-rwanda/,05-12-2022,0.016,0.871,0.113,0.9788,positive
377,377,Ethiopia goes 5G,https://www.capitalethiopia.com/2022/05/08/ethiopia-goes-5g/,05-08-2022,0.011,0.851,0.137,0.9833,positive
378,378,"Dashen, Safaricom, NIDP ink MOU to issue digital IDs",https://www.capitalethiopia.com/2022/05/08/dashen-safaricom-nidp-ink-mou-to-issue-digital-ids/,05-08-2022,0.017,0.82,0.163,0.9938,positive
379,379,Warka program launches to excel Ethiopian startups,https://www.capitalethiopia.com/2022/05/08/warka-program-launches-to-excel-ethiopian-startups/,05-08-2022,0.019,0.808,0.173,0.9493,positive
380,380,Europe day nears to be celebrated in pomp,https://www.capitalethiopia.com/2022/05/08/europe-day-nears-to-be-celebrated-in-pomp/,05-08-2022,0.021,0.783,0.196,0.9839,positive
381,381,CAWEE holds forum to empower women in business,https://www.capitalethiopia.com/2022/05/08/cawee-holds-forum-to-empower-women-in-business/,05-08-2022,0.03,0.76,0.211,0.9898,positive
382,382,EHPEA holds event to flourish its sector,https://www.capitalethiopia.com/2022/05/01/ehpea-holds-event-to-flourish-its-sector/,05-01-2022,0.007,0.834,0.159,0.9789,positive
383,383,"Gov’t, society’s reckless spending heaps inflation, EEA study reveals",https://www.capitalethiopia.com/2022/05/01/govt-societys-reckless-spending-heaps-inflation-eea-study-reveals/,05-01-2022,0.031,0.825,0.144,0.9887,positive
384,384,Dube Pay from Dashen,https://www.capitalethiopia.com/2022/05/01/dube-pay-from-dashen/,05-01-2022,0.049,0.756,0.195,0.9661,positive
385,385,Ambassador mall nears inauguration,https://www.capitalethiopia.com/2022/05/01/ambassador-mall-nears-inauguration/,05-01-2022,0.0,0.914,0.086,0.9022,positive
386,386,New factory shows promise of being “the building block” of construction,https://www.capitalethiopia.com/2022/05/01/new-factory-shows-promise-of-being-the-building-block-of-construction/,05-01-2022,0.055,0.841,0.104,0.9726,positive
387,387,Hidden health impacts of industrial livestock production systems in Africa,https://www.capitalethiopia.com/2022/05/01/hidden-health-impacts-of-industrial-livestock-production-systems-in-africa/,05-01-2022,0.145,0.745,0.11,-0.9818,negative
388,388,"Ethio telecom launches an online market platform, telegebeya",https://www.capitalethiopia.com/2022/05/01/ethio-telecom-launches-an-online-market-platform-telegebeya/,05-01-2022,0.006,0.781,0.213,0.9931,positive
389,389,"Somalia’s federal Parliament elects speakers, deputy speakers",https://www.capitalethiopia.com/2022/05/01/somalias-federal-parliament-elects-speakers-deputy-speakers/,05-01-2022,0.039,0.801,0.16,0.9493,positive
390,390,Vaccine-preventable disease outbreaks on the rise in Africa,https://www.capitalethiopia.com/2022/05/01/vaccine-preventable-disease-outbreaks-on-the-rise-in-africa/,05-01-2022,0.068,0.809,0.123,0.9705,positive
391,391,Chronic Land Degradation: UN offers stark warnings and practical remedies in...,https://www.capitalethiopia.com/2022/05/01/chronic-land-degradation-un-offers-stark-warnings-and-practical-remedies-in-global-land-outlook-2/,05-01-2022,0.082,0.789,0.129,0.8931,positive
392,392,Inflation peaks a third higher than previous March,https://www.capitalethiopia.com/2022/04/25/inflation-peaks-a-third-higher-than-previous-march/,04-25-2022,0.034,0.827,0.139,0.9489,positive
393,393,Exporters push to reap untapped benefits of transferable LC,https://www.capitalethiopia.com/2022/04/25/exporters-push-to-reap-untapped-benefits-of-transferable-lc/,04-25-2022,0.042,0.827,0.131,0.9923,positive
394,394,Gov’t takes stern measure on foreign currency confiscation,https://www.capitalethiopia.com/2022/04/25/govt-takes-stern-measure-on-foreign-currency-confiscation/,04-25-2022,0.079,0.743,0.178,0.9885,positive
395,395,Japan embassy shares post war economy bounce back,https://www.capitalethiopia.com/2022/04/25/japan-embassy-shares-post-war-economy-bounce-back/,04-25-2022,0.0,0.829,0.171,0.9393,positive
396,396,Sustainable energy proves pivotal for poultry farming,https://www.capitalethiopia.com/2022/04/25/sustainable-energy-proves-pivotal-for-poultry-farming/,04-25-2022,0.046,0.748,0.206,0.9941,positive
397,397,"Agricultural machinery, 1st Q dips but market remains strong",https://www.capitalethiopia.com/2022/04/25/agricultural-machinery-1st-q-dips-but-market-remains-strong/,04-25-2022,0.087,0.814,0.1,0.2782,positive
398,398,Production tests kick start at Aluto Langano,https://www.capitalethiopia.com/2022/04/25/production-tests-kick-start-at-aluto-langano/,04-25-2022,0.04,0.796,0.163,0.9928,positive
399,399,Easter festivities amidst all-time high pricing,https://www.capitalethiopia.com/2022/04/25/easter-festivities-amidst-all-time-high-pricing/,04-25-2022,0.054,0.862,0.084,0.9393,positive
400,400,Firms pump 369 mln birr into ads in the 1st quarter...,https://www.capitalethiopia.com/2022/04/18/firms-pump-369-mln-birr-into-ads-in-the-1st-quarter-of-2022/,04-18-2022,0.009,0.884,0.107,0.9637,positive
401,401,Six int’l firms line up to supply heavy trucks for ESLSE,https://www.capitalethiopia.com/2022/04/18/six-intl-firms-line-up-to-supply-heavy-trucks-for-eslse/,04-18-2022,0.028,0.829,0.143,0.9912,positive
402,402,Ethio telecom agrees exclusive partnership with private internet service providers,https://www.capitalethiopia.com/2022/04/18/ethio-telecom-agrees-exclusive-partnership-with-private-internet-service-providers/,04-18-2022,0.02,0.871,0.109,0.9741,positive
403,403,Ashewa Technology Solution,https://www.capitalethiopia.com/2022/04/18/ashewa-technology-solution/,04-18-2022,0.0,0.871,0.129,0.8519,positive
404,404,Hawassa Textile and Industrial Park eyes one year completion,https://www.capitalethiopia.com/2022/04/11/hawassa-textile-and-industrial-park-eyes-one-year-completion/,04-11-2022,0.01,0.897,0.093,0.9944,positive
405,405,Purpose Black holds first annual Agri Innovation Conference,https://www.capitalethiopia.com/2022/04/11/purpose-black-holds-first-annual-agri-innovation-conference/,04-11-2022,0.023,0.74,0.237,0.9917,positive
406,406,Ministry streamlines policies to bolster commerce,https://www.capitalethiopia.com/2022/04/11/ministry-streamlines-policies-to-bolster-commerce/,04-11-2022,0.095,0.766,0.14,0.6908,positive
407,407,Soaring construction costs brings university projects to a standstill,https://www.capitalethiopia.com/2022/04/11/soaring-construction-costs-brings-university-projects-to-a-standstill/,04-11-2022,0.114,0.787,0.1,-0.7351,negative
408,408,"Ethiopia’s food insecurity, malnutrition on steep rise, warns report",https://www.capitalethiopia.com/2022/04/11/ethiopias-food-insecurity-malnutrition-on-steep-rise-warns-report/,04-11-2022,0.224,0.72,0.056,-0.9892,negative
409,409,Corrupt ECTA officer faces the music,https://www.capitalethiopia.com/2022/04/11/corrupt-ecta-officer-faces-the-music/,04-11-2022,0.17,0.768,0.062,-0.9887,negative
410,410,Gender equality to address climate change,https://www.capitalethiopia.com/2022/04/04/gender-equality-to-address-climate-change/,04-04-2022,0.09,0.778,0.132,0.9546,positive
411,411,Tourism sector development and challenges,https://www.capitalethiopia.com/2022/04/04/tourism-sector-development-and-challenges/,04-04-2022,0.052,0.804,0.144,0.9545,positive
412,412,UN: 500 Million Live in 19 African Nations deemed water insecure,https://www.capitalethiopia.com/2022/04/04/un-500-million-live-in-19-african-nations-deemed-water-insecure/,04-04-2022,0.085,0.754,0.161,0.9945,positive
413,413,Tulu Moye inks with Asian giants Mitsubishi and SEPCOIII for power...,https://www.capitalethiopia.com/2022/04/04/tulu-moye-inks-with-asian-giants-mitsubishi-and-sepcoiii-for-power-generation/,04-04-2022,0.0,0.897,0.103,0.9883,positive
414,414,"Zemen, Mastercard link again to modernize payment systems",https://www.capitalethiopia.com/2022/04/04/zemen-mastercard-link-again-to-modernize-payment-systems/,04-04-2022,0.023,0.831,0.145,0.9892,positive
415,415,NBE faces backlash over Sinqe Bank’s new president,https://www.capitalethiopia.com/2022/03/28/nbe-faces-backlash-over-sinqe-banks-new-president/,03-28-2022,0.035,0.786,0.179,0.9923,positive
416,416,Public enterprises’ resilience generates double revenue,https://www.capitalethiopia.com/2022/03/28/public-enterprises-resilience-generates-double-revenue/,03-28-2022,0.067,0.853,0.079,0.6486,positive
417,417,Tele introduces new products as Safaricom preps for operation,https://www.capitalethiopia.com/2022/03/26/tele-introduces-new-products-as-safaricom-preps-for-operation/,03-26-2022,0.005,0.879,0.117,0.9686,positive
418,418,Meta abo employees in distress after being left in limbo,https://www.capitalethiopia.com/2022/03/23/meta-abo-employees-in-distress-after-being-left-in-limbo-2/,03-23-2022,0.034,0.811,0.154,0.9869,positive
419,419,Year on year inflation narrows in February,https://www.capitalethiopia.com/2022/03/22/year-on-year-inflation-narrows-in-february/,03-22-2022,0.0,0.882,0.118,0.981,positive
420,420,Gov’t puts Tele’s partial privatization on hold,https://www.capitalethiopia.com/2022/03/22/govt-puts-teles-partial-privatization-on-hold/,03-22-2022,0.007,0.788,0.206,0.9935,positive
421,421,Procured trucks to hit the ground running by loading fertilizer,https://www.capitalethiopia.com/2022/03/21/procured-trucks-to-hit-the-ground-running-by-loading-fertilizer/,03-21-2022,0.019,0.898,0.083,0.9468,positive
422,422,Government expenditure surges direct advances,https://www.capitalethiopia.com/2022/03/21/government-expenditure-surges-direct-advances/,03-21-2022,0.03,0.845,0.126,0.9847,positive
423,423,NBE gives green light for new Sinqe Bank president,https://www.capitalethiopia.com/2022/03/21/nbe-gives-green-light-for-new-sinqe-bank-president/,03-21-2022,0.014,0.907,0.078,0.8957,positive
424,424,"Investment opportunities in Ethiopia channeled to interests such as real estate,...",https://www.capitalethiopia.com/2022/03/21/investment-opportunities-in-ethiopia-channeled-to-interests-such-as-real-estate-report/,03-21-2022,0.006,0.847,0.147,0.9964,positive
425,425,"With the Sales Continuing to Rise in February, Chery International Maintains...",https://www.capitalethiopia.com/2022/03/17/with-the-sales-continuing-to-rise-in-february-chery-international-maintains-the-vigorous-trend-of-a-good-start-in-the-year-of-the-tiger/,03-17-2022,0.004,0.871,0.125,0.994,positive
426,426,Leaders of the Ethiopian Media Council exchange experiences with Media Council...,https://www.capitalethiopia.com/2022/03/14/leaders-of-the-ethiopian-media-council-exchange-experiences-with-media-council-of-uganda/,03-14-2022,0.015,0.831,0.154,0.9914,positive
427,427,The Network of Ethiopia Women Association,https://www.capitalethiopia.com/2022/03/14/the-network-of-ethiopia-women-association/,03-14-2022,0.053,0.833,0.114,0.4588,positive
428,428,"CCD, Afreximbank conducts roadshow for the business community",https://www.capitalethiopia.com/2022/03/14/ccd-afreximbank-conducts-roadshow-for-the-business-community/,03-14-2022,0.014,0.848,0.138,0.9933,positive
429,429,"Nib, Jamii.one launches micro life insurance coverage",https://www.capitalethiopia.com/2022/03/14/nib-jamii-one-launches-micro-life-insurance-coverage/,03-14-2022,0.018,0.814,0.168,0.9964,positive
430,430,Another ‘Scramble for Africa’ by foreign powers: Report,https://www.capitalethiopia.com/2022/03/14/another-scramble-for-africa-by-foreign-powers-report/,03-14-2022,0.063,0.826,0.111,0.9682,positive
431,431,"EIMA 2022, a global experience",https://www.capitalethiopia.com/2022/03/14/eima-2022-a-global-experience/,03-14-2022,0.044,0.79,0.166,0.9976,positive
432,432,125th bilateral relations,https://www.capitalethiopia.com/2022/03/14/125th-bilateral-relations/,03-14-2022,0.011,0.83,0.159,0.9827,positive
433,433,Tele rolls out paperless traffic fines payment,https://www.capitalethiopia.com/2022/03/07/tele-rolls-out-paperless-traffic-fines-payment/,03-07-2022,0.092,0.845,0.063,-0.6908,negative
